StudentID,StudentName,Descr,Subject,Pat,Mtg Start,Mtg End
865d712,Duane Wood,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
865d712,Duane Wood,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
865d712,Duane Wood,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
865d712,Duane Wood,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
865d712,Duane Wood,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
865d712,Duane Wood,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
865d712,Duane Wood,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
865d712,Duane Wood,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
66b6083,Marissa Hobbs,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
66b6083,Marissa Hobbs,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
66b6083,Marissa Hobbs,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
66b6083,Marissa Hobbs,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
66b6083,Marissa Hobbs,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
66b6083,Marissa Hobbs,INTRO TO SIGNALS AND SYSTEMS,ECE,W,11:45:00 AM,2:35:00 PM
e020225,Wanda Duncan,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
e020225,Wanda Duncan,LOGIC,PHIL,MW,3:05:00 PM,4:20:00 PM
e020225,Wanda Duncan,PROBABILITY,STA,TTH,11:45:00 AM,1:00:00 PM
e020225,Wanda Duncan,PROBABILITY,STA,M,11:45:00 AM,1:00:00 PM
e020225,Wanda Duncan,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
e020225,Wanda Duncan,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
e020225,Wanda Duncan,FUND OF ELEC AND COMP ENGR,ECE,F,11:45:00 AM,1:00:00 PM
fc7b2aa,Sandra Savage,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
fc7b2aa,Sandra Savage,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
fc7b2aa,Sandra Savage,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
fc7b2aa,Sandra Savage,ACADEMIC WRITING,WRITING,WF,3:05:00 PM,4:20:00 PM
fc7b2aa,Sandra Savage,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
fc7b2aa,Sandra Savage,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
fc7b2aa,Sandra Savage,RESEARCH PROJECTS IN EGR,EGR,,,
fc7b2aa,Sandra Savage,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
fcca96b,Robert Payne,ACADEMIC WRITING,WRITING,WF,11:45:00 AM,1:00:00 PM
fcca96b,Robert Payne,INTERMEDIATE PAINTING,ARTSVIS,TTH,10:05:00 AM,11:20:00 AM
fcca96b,Robert Payne,DYNAMICS,EGR,TTH,1:25:00 PM,2:40:00 PM
fcca96b,Robert Payne,DYNAMICS,EGR,F,3:05:00 PM,4:20:00 PM
fcca96b,Robert Payne,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
fcca96b,Robert Payne,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
2259a23,Melissa Hurley,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
2259a23,Melissa Hurley,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
2259a23,Melissa Hurley,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
2259a23,Melissa Hurley,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
2259a23,Melissa Hurley,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
2259a23,Melissa Hurley,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
2259a23,Melissa Hurley,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
2259a23,Melissa Hurley,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
a8ec7d3,Keith Whitehead,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
a8ec7d3,Keith Whitehead,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
a8ec7d3,Keith Whitehead,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
a8ec7d3,Keith Whitehead,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
a8ec7d3,Keith Whitehead,DATABASE SYSTEMS,COMPSCI,TH,4:40:00 PM,5:55:00 PM
a8ec7d3,Keith Whitehead,LAB CALC/FUNCTIONS II,MATH,WF,10:05:00 AM,11:20:00 AM
a8ec7d3,Keith Whitehead,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
9db4547,Dustin Simon,ACADEMIC WRITING,WRITING,MW,11:45:00 AM,1:00:00 PM
9db4547,Dustin Simon,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
9db4547,Dustin Simon,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
9db4547,Dustin Simon,ECONOMICS AND THE ENVIRONMENT,ENVIRON,TTH,8:30:00 AM,9:45:00 AM
9db4547,Dustin Simon,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
9db4547,Dustin Simon,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
9db4547,Dustin Simon,INTRO TO PHILOSOPHY,PHIL,W,4:55:00 PM,7:25:00 PM
6bb1a3d,Ann Mullen,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
6bb1a3d,Ann Mullen,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
6bb1a3d,Ann Mullen,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
6bb1a3d,Ann Mullen,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
6bb1a3d,Ann Mullen,RESEARCH PROJECTS IN EGR,EGR,,,
6bb1a3d,Ann Mullen,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
6bb1a3d,Ann Mullen,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
6bb1a3d,Ann Mullen,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
a5af274,Alan Cortez,FIRST-YEAR SEMINAR (TOP),CULANTH,MW,10:05:00 AM,11:20:00 AM
a5af274,Alan Cortez,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
a5af274,Alan Cortez,DATABASE SYSTEMS,COMPSCI,TH,10:05:00 AM,11:20:00 AM
a5af274,Alan Cortez,REAL ANALYSIS I,MATH,MW,4:55:00 PM,5:45:00 PM
a5af274,Alan Cortez,REAL ANALYSIS I,MATH,T,3:05:00 PM,4:20:00 PM
a5af274,Alan Cortez,REAL ANALYSIS I,MATH,TH,1:25:00 PM,2:40:00 PM
a5af274,Alan Cortez,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,3:05:00 PM,5:55:00 PM
a5af274,Alan Cortez,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
14aafd7,David Lewis,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
14aafd7,David Lewis,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
14aafd7,David Lewis,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
14aafd7,David Lewis,ENGR DESIGN & COMMUNICATION,EGR,T,10:05:00 AM,12:45:00 PM
14aafd7,David Lewis,ENGR DESIGN & COMMUNICATION,EGR,TH,10:05:00 AM,12:45:00 PM
14aafd7,David Lewis,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
14aafd7,David Lewis,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
14aafd7,David Lewis,DISABILITY AND DESIGN,VMS,WF,10:05:00 AM,11:20:00 AM
14aafd7,David Lewis,HOUSE COURSE (SP TOP),HOUSECS,TH,5:15:00 PM,6:45:00 PM
00f24ba,Gabriela Lindsey,CORE CONCEPTS IN CHEMISTRY,CHEM,TTH,8:30:00 AM,9:45:00 AM
00f24ba,Gabriela Lindsey,CORE CONCEPTS IN CHEMISTRY,CHEM,M,10:20:00 AM,11:10:00 AM
00f24ba,Gabriela Lindsey,CORE CONCEPTS IN CHEMISTRY,CHEM,W,1:25:00 PM,4:25:00 PM
00f24ba,Gabriela Lindsey,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
00f24ba,Gabriela Lindsey,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
00f24ba,Gabriela Lindsey,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
00f24ba,Gabriela Lindsey,ACADEMIC WRITING,WRITING,WF,11:45:00 AM,1:00:00 PM
00f24ba,Gabriela Lindsey,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
00f24ba,Gabriela Lindsey,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
2c292de,Rodney Hanson,ACADEMIC WRITING,WRITING,TTH,3:05:00 PM,4:20:00 PM
2c292de,Rodney Hanson,DYNAMICS,EGR,TTH,1:25:00 PM,2:40:00 PM
2c292de,Rodney Hanson,DYNAMICS,EGR,F,3:05:00 PM,4:20:00 PM
2c292de,Rodney Hanson,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
2c292de,Rodney Hanson,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
2c292de,Rodney Hanson,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
2c292de,Rodney Hanson,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
2c292de,Rodney Hanson,WHAT NOW?,ETHICS,TH,4:40:00 PM,5:55:00 PM
fd5ea60,Sandy Roach,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
fd5ea60,Sandy Roach,INTRODUCTORY MECHANICS,PHYSICS,M,3:45:00 PM,5:45:00 PM
fd5ea60,Sandy Roach,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
fd5ea60,Sandy Roach,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
fd5ea60,Sandy Roach,AIDS/EMERGING DISEASES,BIOLOGY,M,12:00:00 PM,2:30:00 PM
fd5ea60,Sandy Roach,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
fd5ea60,Sandy Roach,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
35df74e,Jordan Schwartz,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
35df74e,Jordan Schwartz,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
35df74e,Jordan Schwartz,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
35df74e,Jordan Schwartz,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
35df74e,Jordan Schwartz,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
35df74e,Jordan Schwartz,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
35df74e,Jordan Schwartz,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
35df74e,Jordan Schwartz,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
35df74e,Jordan Schwartz,INTRO TO SIGNALS AND SYSTEMS,ECE,W,11:45:00 AM,2:35:00 PM
d826320,Frank Carrillo,EXERCISE AND MENTAL HEALTH,PSY,MW,8:30:00 AM,9:45:00 AM
d826320,Frank Carrillo,EXERCISE AND MENTAL HEALTH,PSY,M,12:00:00 PM,12:50:00 PM
d826320,Frank Carrillo,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
d826320,Frank Carrillo,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
d826320,Frank Carrillo,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
d826320,Frank Carrillo,ACADEMIC WRITING,WRITING,TTH,8:30:00 AM,9:45:00 AM
d826320,Frank Carrillo,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
d826320,Frank Carrillo,AIDS/EMERGING DISEASES,BIOLOGY,W,3:20:00 PM,5:50:00 PM
e85c656,Eddie Esparza,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
e85c656,Eddie Esparza,"MARX, NIETZSCHE, FREUD",PHIL,TTH,10:05:00 AM,11:20:00 AM
e85c656,Eddie Esparza,DATA STRUCTURES AND ALGORITHMS,COMPSCI,T,4:40:00 PM,5:55:00 PM
e85c656,Eddie Esparza,MULTIVARIABLE CALCULUS,MATH,WF,11:45:00 AM,1:00:00 PM
e85c656,Eddie Esparza,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
e85c656,Eddie Esparza,COMPUTER ARCHITECTURE,COMPSCI,TTH,1:25:00 PM,2:40:00 PM
e85c656,Eddie Esparza,COMPUTER ARCHITECTURE,COMPSCI,F,3:05:00 PM,4:20:00 PM
e85c656,Eddie Esparza,INTRO TO SIGNALS AND SYSTEMS,ECE,F,8:30:00 AM,11:20:00 AM
1315a19,Dalton Wu,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
1315a19,Dalton Wu,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
1315a19,Dalton Wu,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
1315a19,Dalton Wu,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
1315a19,Dalton Wu,RESEARCH PROJECTS IN EGR,EGR,,,
1315a19,Dalton Wu,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
1315a19,Dalton Wu,AIDS/EMERGING DISEASES,BIOLOGY,TH,3:20:00 PM,5:50:00 PM
1315a19,Dalton Wu,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
1315a19,Dalton Wu,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
1315a19,Dalton Wu,ADV MULTIVARIABLE CALCULUS,MATH,MWF,1:40:00 PM,2:30:00 PM
1315a19,Dalton Wu,ADV MULTIVARIABLE CALCULUS,MATH,T,1:25:00 PM,2:40:00 PM
55ae44b,Tony Salas,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
55ae44b,Tony Salas,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
55ae44b,Tony Salas,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
55ae44b,Tony Salas,RESEARCH PROJECTS IN EGR,EGR,,,
55ae44b,Tony Salas,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
55ae44b,Tony Salas,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
55ae44b,Tony Salas,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
55ae44b,Tony Salas,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
55ae44b,Tony Salas,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
55ae44b,Tony Salas,INTRO TO SIGNALS AND SYSTEMS,ECE,F,1:25:00 PM,4:15:00 PM
a85d65c,Alex Strickland,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
a85d65c,Alex Strickland,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
a85d65c,Alex Strickland,INTRODUCTORY MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
a85d65c,Alex Strickland,RESEARCH PROJECTS IN EGR,EGR,,,
a85d65c,Alex Strickland,DATA STRUCTURES AND ALGORITHMS,COMPSCI,T,4:40:00 PM,5:55:00 PM
a85d65c,Alex Strickland,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
a85d65c,Alex Strickland,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
a85d65c,Alex Strickland,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
a85d65c,Alex Strickland,FUND OF ELEC AND COMP ENGR,ECE,F,3:05:00 PM,4:20:00 PM
a85d65c,Alex Strickland,INTRO TO SIGNALS AND SYSTEMS,ECE,F,10:05:00 AM,12:55:00 PM
ac91a3e,Carl Morgan,CLINICAL PSYCH & MENTAL HEALTH,PSY,TTH,11:45:00 AM,1:00:00 PM
ac91a3e,Carl Morgan,CLINICAL PSYCH & MENTAL HEALTH,PSY,W,1:40:00 PM,2:30:00 PM
ac91a3e,Carl Morgan,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
ac91a3e,Carl Morgan,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
ac91a3e,Carl Morgan,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
ac91a3e,Carl Morgan,RESEARCH PROJECTS IN EGR,EGR,,,
ac91a3e,Carl Morgan,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
ac91a3e,Carl Morgan,AIDS/EMERGING DISEASES,BIOLOGY,M,12:00:00 PM,2:30:00 PM
ac91a3e,Carl Morgan,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
ac91a3e,Carl Morgan,HOUSE COURSE (SP TOP),HOUSECS,T,7:00:00 PM,8:30:00 PM
630cfdd,Beverly Wright,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
630cfdd,Beverly Wright,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
630cfdd,Beverly Wright,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
630cfdd,Beverly Wright,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
630cfdd,Beverly Wright,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
630cfdd,Beverly Wright,ADVANCED INTRO PROBABILITY,MATH,TH,8:30:00 AM,9:45:00 AM
630cfdd,Beverly Wright,WHAT NOW?,ETHICS,TH,4:40:00 PM,5:55:00 PM
630cfdd,Beverly Wright,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
630cfdd,Beverly Wright,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,10:05:00 AM,12:55:00 PM
f2fa71c,Natasha Tanner,MOTOWN AND AMERICAN SOUL MUSIC,AAAS,W,3:05:00 PM,4:20:00 PM
f2fa71c,Natasha Tanner,MOTOWN AND AMERICAN SOUL MUSIC,AAAS,TTH,3:05:00 PM,4:20:00 PM
f2fa71c,Natasha Tanner,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
f2fa71c,Natasha Tanner,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
f2fa71c,Natasha Tanner,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
f2fa71c,Natasha Tanner,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
f2fa71c,Natasha Tanner,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
f2fa71c,Natasha Tanner,RESEARCH PROJECTS IN EGR,EGR,,,
f2fa71c,Natasha Tanner,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
125cfa5,Joshua Ashley,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
125cfa5,Joshua Ashley,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
125cfa5,Joshua Ashley,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
125cfa5,Joshua Ashley,ADV TOPICS IN DEEP LEARNING,ECE,MW,1:25:00 PM,2:40:00 PM
125cfa5,Joshua Ashley,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
125cfa5,Joshua Ashley,FUND OF ELEC AND COMP ENGR,ECE,F,3:05:00 PM,4:20:00 PM
125cfa5,Joshua Ashley,INTRO TO SIGNALS AND SYSTEMS,ECE,F,11:45:00 AM,2:35:00 PM
63e3403,Jeff Meyer,"INTRO ELECTRIC, MAGNET, OPTICS",PHYSICS,MW,10:05:00 AM,11:20:00 AM
63e3403,Jeff Meyer,"INTRO ELECTRIC, MAGNET, OPTICS",PHYSICS,F,12:00:00 PM,2:30:00 PM
63e3403,Jeff Meyer,DESIGN/ANALY ALGORITHMS,COMPSCI,TTH,3:05:00 PM,4:20:00 PM
63e3403,Jeff Meyer,LAB CALC/FUNCTIONS II,MATH,TTH,8:30:00 AM,9:45:00 AM
63e3403,Jeff Meyer,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
63e3403,Jeff Meyer,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
63e3403,Jeff Meyer,FUND OF ELEC AND COMP ENGR,ECE,F,10:05:00 AM,11:20:00 AM
63e3403,Jeff Meyer,INTRO TO SIGNALS AND SYSTEMS,ECE,W,11:45:00 AM,2:35:00 PM
e7ed6b7,Michelle Chavez,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
e7ed6b7,Michelle Chavez,ACADEMIC WRITING,WRITING,MW,4:40:00 PM,5:55:00 PM
e7ed6b7,Michelle Chavez,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
e7ed6b7,Michelle Chavez,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
e7ed6b7,Michelle Chavez,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
e7ed6b7,Michelle Chavez,INTRODUCTORY MECHANICS,PHYSICS,M,1:30:00 PM,3:30:00 PM
e7ed6b7,Michelle Chavez,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
8ccbeeb,Casey French,ORGANIC CHEMISTRY II LAB,CHEM,TTH,10:05:00 AM,11:20:00 AM
8ccbeeb,Casey French,ORGANIC CHEMISTRY II LAB,CHEM,W,4:55:00 PM,5:45:00 PM
8ccbeeb,Casey French,PHYSICAL CHEMISTRY II,CHEM,M,1:25:00 PM,4:25:00 PM
8ccbeeb,Casey French,ACADEMIC WRITING,WRITING,TTH,4:40:00 PM,5:55:00 PM
8ccbeeb,Casey French,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
8ccbeeb,Casey French,AIDS/EMERGING DISEASES,BIOLOGY,T,12:00:00 PM,2:30:00 PM
8ccbeeb,Casey French,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
8ccbeeb,Casey French,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
8ccbeeb,Casey French,QUANT PHYSIOLOGY BIOSTAT APPL,BME,TTH,8:30:00 AM,9:45:00 AM
8ccbeeb,Casey French,QUANT PHYSIOLOGY BIOSTAT APPL,BME,W,1:25:00 PM,4:25:00 PM
7818543,Melinda Morris,DRAWING,ARTSVIS,T,4:40:00 PM,7:10:00 PM
7818543,Melinda Morris,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
7818543,Melinda Morris,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
7818543,Melinda Morris,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
7818543,Melinda Morris,AIDS/EMERGING DISEASES,BIOLOGY,TH,12:00:00 PM,2:30:00 PM
7818543,Melinda Morris,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
d352202,Hannah Phillips,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
d352202,Hannah Phillips,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
d352202,Hannah Phillips,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
d352202,Hannah Phillips,ACADEMIC WRITING,WRITING,WF,8:30:00 AM,9:45:00 AM
d352202,Hannah Phillips,DYNAMICS,EGR,TTH,1:25:00 PM,2:40:00 PM
d352202,Hannah Phillips,DYNAMICS,EGR,F,3:05:00 PM,4:20:00 PM
d352202,Hannah Phillips,MATHEMATICAL BIOLOGY,BIOLOGY,TTH,11:45:00 AM,1:00:00 PM
43de471,Katie Elliott,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
43de471,Katie Elliott,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
43de471,Katie Elliott,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
43de471,Katie Elliott,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
43de471,Katie Elliott,AIDS/EMERGING DISEASES,BIOLOGY,M,12:00:00 PM,2:30:00 PM
43de471,Katie Elliott,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
43de471,Katie Elliott,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
43de471,Katie Elliott,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
43de471,Katie Elliott,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
563cf5b,Maureen Mcdonald,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
563cf5b,Maureen Mcdonald,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
563cf5b,Maureen Mcdonald,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
563cf5b,Maureen Mcdonald,ACADEMIC WRITING,WRITING,TTH,3:05:00 PM,4:20:00 PM
